小类color,颜色,顏色 (ngaan4 sik1),色 (いろ),Farbe,색상,,couleur,color,color
red,红色,紅 (hung4),赤 (あか),rot,빨간색,,rouge,rojo,đỏ
green,绿色,綠 (lok6),緑 (みどり),grün,초록색,,vert,verde,xanh lá
blue (light),浅蓝色,藍 (laam5),水色 (みずいろ),hellblau,하늘색,,bleu claro,azul claro,xanh nhạt
blue (dark),深蓝色,藍 (laam5),紺色 (こんいろ),dunkelblau,짙은 파랑색,,bleu foncé,azul oscuro,xanh đậm
yellow,黄色,黃 (wong4),黄 (きいろ),gelb,노란색,,jaune,amarillo,vàng
brown,棕色,啡 (fe1),茶色 (ちゃいろ),braun,갈색,,marron,marrón,nâu
pink,粉红色,粉紅 (fan2 hung4),ピンク (pinku),rosa,분홍색,,rose,rosa,hồng
orange,橙色,橙 (caang2),オレンジ (orenji),orange,주황색,,orange,naranja,da cam
black,黑色,黑 (hak1),黒 (くろ),schwarz,검은색,,noir,negro,đen
white,白色,白 (baak6),白 (しろ),weiß,흰색,,blanc,blanco,trắng
gray,灰色,灰 (fo1),灰 (はい),grau,회색,,gris,gris,xám
类 3 KKSM - DMST theng koeuk,cmn,yue,ja,de,ko,eo,fr,es,vi
hear (a sound),听到,聽 (ting1),聞く (きく),hören,들다,,entendre,oir,nghe
listen (music),听,聆聽 (ling4 ting1),聴く (きく),hören,듣다,,écouter,escuchar,nghe
deaf,聋,聾 (lung4),聾 (ろう),taub,귀머거리,,sourd,sordo,điếc
loud,大声,大聲 (daai6 seng1),大きい (おおきい),laut,시끄러운,,bruyant,alto,ồn ào
quiet,安静,寂靜 (zik6 zing6),静か (しずか),leise,조용한,,silencieux,tranquilo,yên tĩnh
sound,声音,聲音 (seng1 jam1),音 (おん),Klang,소리,,son,sonido,âm thanh
类 3 KKSM - DM miaeng tjhyng,cmn,yue,ja,de,ko,eo,fr,es,vi
小类animal,动物,動物 (dung6 mat6),動物 (どうぶつ),Tier,동물,,animal,animal,động vật
dog,狗,狗 (gau2),犬 (いぬ),Hund,개,,chien,perro,chó
cat,猫,貓 (maau1),猫 (ねこ),Katze,고양이,,chat,gato,mèo
fish,鱼,魚 (jyu4),魚 (さかな),Fisch,물고기,,poisson,pez,cá
bird,鸟,鳥 (niu5),鳥 (とり),Vogel,새,,oiseau,pájaro,chim
cow,牛,牛 (ngau4),牛 (うし),Kuh,소,,vache,vaca,bò
pig,猪,豬 (zyu1),豚 (ぶた),Schwein,돼지,,cochon,cerdo,lợn
mouse,老鼠,老鼠 (lou5 syu2),ネズミ,Maus,쥐,,souris,rat,chuột
horse,马,馬 (maa5),馬 (うま),Pferd,말,,cheval,caballo,ngựa
wing,翅膀,翼 (jik6),羽 (はね),Flügel,날개,,aile,ala,cánh
类 3 KKSM - djyk mut,cmn,yue,ja,de,ko,eo,fr,es,vi
类 4 KKNL,cmn,yue,ja,de,ko,eo,fr,es,vi
类 4 KKNL - njin lwih,cmn,yue,ja,de,ko,eo,fr,es,vi
Race (ethnicity),种族,種族 (zung2 zuk6),人種 (じんしゅ),Rasse,인종,,race,raza,chủng tộc
Sex (the act),性,性行為 (sing3 haang4 wai4),セックス,Geschlecht,성별,,sexe,sexo,giới tính
Sex (gender),性别,性別 (sing3 bit6),性別 (せいべつ),Geschlecht,성별,,sexe,sexo,giới tính
male,男,男性 (naam4 sing3),男性 (だんせい),männlich,남성,,mâle,macho,nam
female,女,女性 (neoi5 sing3),女性 (じょせい),weiblich,여성,,femelle,hembra,nữ
类 4 KKNL - gyonh khang,cmn,yue,ja,de,ko,eo,fr,es,vi
pain,痛,痛 (tung3),痛み (いたみ),Schmerz,아픔,,douleur,dolor,đau
injury,伤,受傷 (sau6 soeng1),怪我 (けが),Verletzung,부상,,blessure,lesión,vết thương
kill,杀,殺 (saat3),殺す (ころす),töten,죽이다,,tuer,matar,giết
die,死,死 (sei2),死ぬ (しぬ),sterben,죽다,,mourir,morir,chết
sick,生病,生病 (sang1 beng6),病気 (びょうき),krank,아픈,,malade,enfermo,bệnh
healthy,健康,健康 (gin6 hong1),健康 (けんこう),gesund,건강한,,en bonne santé,saludable,khỏe
dead,死,死咗 (sei2 zo2),死んだ (しんだ),tot,죽은,,morto,muerto,chết
alive,活,活 (wut6),生きている (いきている),lebendig,살아있는,,vivant,vivo,sống
Death,死亡,死亡 (sei2 mong4),死 (し),Tod,사망,,mort,muerte,chết
Medicine,药物,藥 (joek6),薬 (くすり),Medizin,의약품,,médicament,medicina,thuốc
Poison,毒药,毒 (duk6),毒 (どく),Gift,독약,,poison,veneno,thuốc độc
Drug,药物,藥物 (joek6 mat6),薬物 (やくぶつ),Droge,약,,drogue,droga,thuốc
sleep,睡觉,訓覺 (fan6 gaau3),眠る (ねむる),schlafen,자다,,dormir,dormir,ngủ
wake up,醒,醒 (sing2),目が覚める (めがさめる),aufwachen,깨다,,se réveiller,despertar,wake up
Exercise,锻炼,運動 (wan6 dung6),運動 (うんどう),Übung,운동,,exercice,ejercicio,tập luyện
Sport,运动,運動 (wan6 dung6),スポーツ,Sport,스포츠,,sport,deporte,môn thể thao
类 4 KKNL - qyimq zjyk,cmn,yue,ja,de,ko,eo,fr,es,vi
eat,吃,食 (sik6),食べる (たべる),essen,먹다,,manger,comer,ăn
drink,喝,飲 (jam2),飲む (のむ),trinken,마시다,,boire,beber,uống
feed,喂,餵 (wai5),養う (やしなう),füttern,먹이다,,nourrir,alimentar,cho ăn
cook,煮,煮 (zyu2),料理する (りょうりする),kochen,요리하다,,cuire,cocinar,nấu
小类beverage,饮料,飲品 (jam2 ban2),飲み物 (のみもの),Getränk,음료,,boisson,bebida,đồ uống
coffee,咖啡,咖啡 (gaa1 fe1),コーヒー (こーひー),Kaffee,커피,,café,café,cà phê
tea,茶,茶 (caa4),お茶 (おちゃ),Tee,차,,thé,té,trà
wine,葡萄酒,酒 (zau2),ワイン (わいん),Wein,와인,,vin,vino,rượu
beer,啤酒,啤酒 (be1 zau2),ビール (びーる),Bier,맥주,,bière,cerveza,bia
juice,果汁,果汁 (gwo2 zik1),ジュース (じゅーす),Saft,주스,,jus,zumo,nước ép
water,水,水 (seoi2),水 (みず),Wasser,물,,eau,agua,nước
milk,牛奶,牛奶 (ngau4 naai5),牛乳 (ぎゅうにゅう),Milch,우유,,lait,leche,sữa
小类food,食物,食物 (sik6 mat6),食品 (しょくひん),Essen,음식,,nourriture,comida,thức ăn
egg,蛋,雞蛋 (gai1 daan6),卵 (たまご),Ei,계란,,œuf,huevo,trứng
cheese,奶酪,芝士 (zi1 si6),チーズ (ちーず),Käse,치즈,,fromage,queso,phô mai
bread,面包,麵包 (min6 baau1),パン (ぱん),Brot,빵,,pain,pan,banh mi
soup,汤,湯 (tong1),スープ (すーぷ),Suppe,국,,soupe,sopa,súp
cake,蛋糕,蛋糕 (daan6 gou1),ケーキ (けーき),Kuchen,케이크,,gâteau,pastel,bánh
chicken,鸡,雞 (gai1),鶏肉 (とりにく),Huhn,닭,,poulet,pollo,gà
pork,猪肉,豬肉 (zyu1 juk6),豚肉 (ぶたにく),Schweinefleisch,돼지고기,,porc,cerdo,thịt heo
beef,牛肉,牛肉 (ngau4 juk6),牛肉 (ぎゅうにく),Rindfleisch,쇠고기,,boeuf,carne de res,bò
apple,苹果,蘋果 (ping4 gwo2),リンゴ (りんご),Apfel,사과,,pomme,manzana,táo
banana,香蕉,香蕉 (hoeng1 ziu1),バナナ (ばなな),Banane,바나나,,banane,plátano,chuối
orange,橙子,橙 (caang2),オレンジ (おれんじ),Orange,오렌지,,orange,naranja,cam
lemon,柠檬,檸檬 (ning4 mung4),レモン (れもん),Zitrone,레몬,,citron,limón,chanh
corn,玉米,玉米 (juk6 mai5),トウモロコシ (とうもろこし),Mais,옥수수,,maïs,maíz,bắp
rice,米饭,飯 (faan6),ご飯 (ごはん),Reis,밥,,riz,arroz,gạo
oil,油,油 (jau4),油 (あぶら),Öl,기름,,huile,aceite,dầu
seed,种子,籽 (zi2),種子 (たね),Samen,씨앗,,graine,semilla,hạt
knife,刀,刀 (dou1),ナイフ (ないふ),Messer,칼,,couteau,cuchillo,dao
spoon,匙,湯匙 (tong1 si4),スプーン (supuun),Löffel,숟가락,,cuillère,cuchara,thìa
fork,叉,叉 (caa1),フォーク (ふぉーく),Gabel,포크,,fourchette,tenedor,nĩm
plate,盘子,碟 (dip6),皿 (さら),Teller,접시,,assiette,plato,dĩa
cup,杯子,杯 (bui1),カップ (かっぷ),Tasse,컵,,tasse,taza,cốc
breakfast,早餐,早餐 (zou2 caan1),朝食 (ちょうしょく),Frühstück,아침식사,,petit-déjeuner,desayuno,bữa sáng
lunch,午餐,午餐 (ng5 caan1),昼食 (ちゅうしょく),Mittagessen,점심식사,,déjeuner,almuerzo,bữa trưa
dinner,晚餐,晚餐 (maan5 caan1),夕食 (ゆうしょく),Abendessen,저녁식사,,dîner,cena,bữa tối
sugar,糖,糖 (tong4),砂糖 (さとう),Zucker,설탕,,sucre,azúcar,đường
salt,盐,鹽 (jam4),塩 (しお),Salz,소금,,sel,sal,s muối
bottle,瓶子,樽 (zeon1),ボトル (ぼとる),Flasche,병,,bouteille,botella,chai
类 4 KKNL - qyj mut,cmn,yue,ja,de,ko,eo,fr,es,vi
wear,穿,穿 (cyun1),着る (きる),tragen,입다,,porter,llevar,mặc
小类clothing,衣物,衣物 (ji1 mat6),衣類 (いるい),Kleidung,의류,,vêtement,ropa,quần áo
hat,帽子,帽子 (mou6 zi2),帽子 (ぼうし),Hut,모자,,chapeau,sombrero,mũ
dress,连衣裙,裙 (kwan4),ドレス (doresu),Kleid,드레스,,robe,vestido,áo liền
suit,西装,西裝 (sai1 zong1),スーツ (sūtsu),Anzug,정장,,costume,traje,áo vest
skirt,裙子,裙 (kwan4),スカート (sukāto),Rock,치마,,jupe,falda,chân váy
shirt,衬衫,襯衫 (cin3 saam1),シャツ (shatsu),Hemd,셔츠,,chemise,camisa,áo sơ mi
T-shirt,T恤,T恤 (T seot1),Tシャツ (T shatsu),T-Shirt,T셔츠,,T-shirt,camiseta,áo phông
pants,裤子,長褲 (coeng4 fu3),パンツ (pantsu),Hose,바지,,pantalon,pantalones,quần
shoes,鞋,鞋 (haai4),靴 (くつ),Schuhe,신발,,chaussures,zapatos,giày
pocket,口袋,口袋 (hau2 doi6),ポケット (poketto),Tasche,포켓,,poches,bolsillo,ngăn túi
coat,外套,外套 (ngoi6 tou3),コート (kōto),Mantel,코트,,manteau,abrigo,áo khoác
stain,污点,污漬 (wu1 zik1),シミ (shimi),Fleck,얼룩,,tache,mancha,vết bẩn
类 4 KKNL - juongh phyimq,cmn,yue,ja,de,ko,eo,fr,es,vi
piece,片,塊(faai3),部分 (ぶぶん),Stück,조각,,morceau,pedazo,mảnh
clean,干净,乾淨 (gon1 zeng6),きれい (kirei),sauber,깨끗한,,propre,limpio,sạch
dirty,脏,骯髒 (ong1 zoeng1),汚い (きたない),schmutzig,더러운,,sale,sucio,bẩn
小类electronics,电子产品,電子產品 (din6 zi2 caan2 ban2),電子製品,Elektronik,전자제품,,électronique,electrónica,điện tử
clock,时钟,鐘 (zung1),時計,Uhr,시계,,horloge,reloj,đồng hồ
lamp,台灯,燈 (dang1),ランプ,Lampe,전등,,lampe,lámpara,đèn
fan,风扇,風扇 (fung1 sin1),扇風機,Ventilator,선풍기,,ventilateur,ventilador,quạt
cell phone,手机,手機 (sau2 gei1),携帯電話,Handy,핸드폰,,téléphone portable,teléfono móvil,điện thoại di động
network,网络,網絡 (mong5 lok6),ネットワーク,Netzwerk,네트워크,,réseau,red,mạng
computer,电脑,電腦 (din6 nou5),コンピューター,Computer,컴퓨터,,ordinateur,computadora,máy tính
program,程序,程式 (cing4 sik1),プログラム,Programm,프로그램,,programme,programa,chương trình
laptop,笔记本电脑,筆記本電腦 (bat1 gei1 bun2 din6 nou5),ノートパソコン,Laptop,노트북,,ordinateur portable,portátil,máy tính xách tay
screen,屏幕,屏幕 (ping4 mun5),スクリーン,Bildschirm,화면,,écran,pantalla,màn hình
camera,相机,相機 (soeng1 gei1),カメラ,Kamera,카메라,,caméra,cámara,máy ảnh
television,电视,電視 (din6 si6),テレビ,Fernseher,텔레비전,,télévision,televisión,ti vi
radio,收音机,收音機 (sau1 jam1 gei1),ラジオ,Radio,라디오,,radio,radio,đài radio
小类materials,材料,物料 (mat6 liu6),素材 (そざい),Material,재료,,matériaux,materiales,vật liệu
glass,玻璃,玻璃 (bo1 lei4),ガラス (がらす),Glas,유리,,verre,vidrio,kính
metal,金属,金屬 (gam1 suk6),金属 (きんぞく),Metall,금속,,métal,metal,kim loại
plastic,塑料,塑料 (so1 lik6),プラスチック (ぷらすちっく),Plastik,플라스틱,,plastique,plástico,nhựa
wood,木材,木 (muk6),木材 (もくざい),Holz,나무,,bois,madera,gỗ
stone,石头,石 (seot6),石 (いし),Stein,돌,,pierre,piedra,đá
diamond,钻石,鑽石 (zyun1 sek6),ダイヤモンド (だいやもんど),Diamant,다이아몬드,,diamant,diamante,kim cương
clay,黏土,黏土 (nim4 tou5),粘土 (ねんど),Ton,점토,,argile,arcilla,gạch
dust,灰尘,塵土 (can4 tou5),ほこり (hokori),Staub,먼지,,poussière,polvo,bụi
gold,黄金,金 (gam1),金 (きん),Gold,금,,or,oro,vàng
copper,铜,銅 (tung4),銅 (どう),Kupfer,구리,,cuivre,cobre,đồng
silver,银,銀 (ngan4),銀 (ぎん),Silber,은,,argent,plata,bạc
小类待分home,家,家居 (gaa1 geoi1),家 (いえ),Zuhause,집,,maison,casa,nhà
table,桌子,桌子 (coek3 zi2),机 (つくえ),Tisch,탁자,,table,mesa,bàn
chair,椅子,椅子 (ji5 zi2),椅子 (いす),Stuhl,의자,,chaise,silla,ghế
bed,床,床 (cong4),ベッド (べっど),Bett,침대,,lit,cama,giường
dream,梦,夢 (mung6),夢 (ゆめ),Traum,꿈,,rêve,sueño,giấc mơ
window,窗,窗戶 (coeng4 wu6),窓 (まど),Fenster,창,,fenêtre,ventana,cửa sổ
door,门,門 (mun4),ドア (どあ),Tür,문,,porte,puerta,cửa
bedroom,卧室,臥室 (ngo6 sat1),寝室 (しんしつ),Schlafzimmer,침실,,chambre,dormitorio,phòng ngủ
kitchen,厨房,廚房 (co4 fong2),キッチン (きっちん),Küche,부엌,,cuisine,cocina,bếp
bathroom,浴室,浴室 (juk6 sat1),浴室 (よくしつ),Badezimmer,욕실,,salle de bain,baño,phòng tắm
pencil,铅笔,鉛筆 (jin1 bat1),鉛筆 (えんぴつ),Bleistift,연필,,crayon,lápiz,bút chì
pen,钢笔,筆 (bat1),万年筆 (まんねんひつ),Füller,펜,,stylo,pluma,bút mực
photograph,照片,照片 (ziu3 pin2),写真 (しゃしん),Fotografie,사진,,photographie,fotografía,ảnh
soap,肥皂,肥皂 (fei4 zou6),石けん (せっけん),Seife,비누,,savon,jabón,xà phòng
book,书,書 (syu1),本 (ほん),Buch,책,,livre,libro,sách
page,页,頁 (jip6),ページ (ぺーじ),Seite,페이지,,page,página,trang
key,钥匙,鎖匙 (so2 ci4),鍵 (かぎ),Schlüssel,열쇠,,clé,llave,chìa khóa
paint,颜料,顏料 (ngaan4 lei6),絵の具 (えのぐ),Farbe,페인트,,peinture,pintura,sơn
letter,信,信 (seon3),手紙 (てがみ),Brief,편지,,lettre,carta,thư
note,笔记,便條 (bin6 tiu4),ノート (のーと),Notiz,노트,,note,nota,ghi chú
wall,墙,牆 (coeng4),壁 (かべ),Wand,벽,,mur,pared,tường
paper,纸,紙 (zi2),紙 (かみ),Papier,종이,,papier,papel,gia
floor,地板,地板 (dei6 baan2),床 (ゆか),Boden,바닥,,sol,suelo,sàn
ceiling,天花板,天花板 (tin1 faa1 baan2),天井 (てんじょう),Decke,천장,,plafond,techo,trần
roof,屋顶,屋頂 (nguk1 ding2),屋根 (やね),Dach,지붕,,toit,techo,mái nhà
pool,游泳池,泳池 (wing6 ci4),プール (ぷーる),Pool,수영장,,piscine,piscina,bể bơi
lock,锁,鎖 (so2),鍵 (かぎ),Schloss,자물쇠,,serrure,cerradura,khóa
telephone,电话,電話 (din6 waa2),電話 (でんわ),Telefon,전화,,téléphone,teléfono,điện thoại
garden,花园,花園 (faa1 jyun4),庭園 (ていえん),Garten,정원,,jardin,jardín,sân vườn
yard,院子,院子 (jyun6 zi2),庭 (てい),Hof,마당,,cour,patio,sân
needle,针,針 (zam1),針 (はり),Nadel,바늘,,aiguille,aguja,kim
bag,袋子,袋 (doi6),袋 (ふくろ),Tasche,가방,,sac,bolsa,túi
box,盒子,盒子 (hap6 zi2),箱 (はこ),Schachtel,상자,,boîte,caja,hộp
gift,礼物,禮物 (lai5 mat6),贈り物 (おくりもの),Geschenk,선물,,cadeau,regalo,quà
card,卡片,卡片 (kaat1 pin2),カード (かーど),Karte,카드,,carte,tarjeta,thẻ
ring,戒指,戒指 (gaai3 zi1),指輪 (ゆびわ),Ring,반지,,bague,anillo,chiếc nhẫn
tool,工具,工具 (gung1 geoi6),道具 (どうぐ),Werkzeug,도구,,outil,herramienta,dụng cụ
类 4 KKNL - kyonh truk,cmn,yue,ja,de,ko,eo,fr,es,vi
build,建造,建 (gin3),建てる (たてる),bauen,지으다,,construire,construir,xây dựng
小类待分location,位置,地點 (dei6 diu6),場所 (ばしょ),Ort,위치,,emplacement,ubicación,vị trí
city,城市,城市 (sing4 si5),都市 (とし),Stadt,도시,,ville,ciudad,thành phố
house,房子,屋企 (uk1 kei5),家 (いえ),Haus,집,,maison,casa,nhà
apartment,公寓,公寓 (gung1 jip3),アパート,Apartment,아파트,,appartement,apartamento,chung cư
street/road,街道,街 (gaai1),道路 (どうろ),Straße,도로,,rue,calle,đường-địa phương
airport,机场,機場 (gei1 coeng4),空港 (くうこう),Flughafen,공항,,aéroport,aeropuerto,sân bay
train station,火车站,火車站 (fo2 ce1 zaam6),駅 (えき),Bahnhof,기차역,,gare,estación,nhà ga
bridge,桥,橋 (kiu4),橋 (はし),Brücke,다리,,pont,puente,cầu
hotel,酒店,酒店 (zau2 dim3),ホテル,Hotel,호텔,,hôtel,hotel,khách sạn
restaurant,餐馆,餐廳 (caan1 teng1),レストラン,Restaurant,레스토랑,,restaurant,restaurante,nhà hàng
farm,农场,農場 (nong4 coeng4),農場 (のうじょう),Bauernhof,농장,,ferme,granja,nông trại
court,法院,法院 (faat3 jyun6),裁判所 (さいばんしょ),Gericht,법원,,tribunal,tribunal,tòa án
school,学校,學校 (hok6 haau6),学校 (がっこう),Schule,학교,,école,escuela,trường
office,办公室,辦公室 (baan6 gung1 sat1),オフィス,Büro,사무실,,bureau,oficina,văn phòng
room,房间,房間 (fong2 gaan1),部屋 (へや),Zimmer,방,,chambre,cuarto,phòng
town,镇,市鎮 (si5 zan3),町 (ちょう),Stadt,마을,,village,pueblo,thị trấn
university,大学,大學 (daai6 hok6),大学 (だいがく),Universität,대학교,,université,universidad,đại học
club,俱乐部,會所 (wui5 so2),クラブ,Verein,클럽,,club,club,clb
bar,酒吧,酒吧 (zau2 baa1),バー,Bar,바,,bar,bar,quán bar
park,公园,公園 (gung1 jyun2),公園 (こうえん),Park,공원,,parc,parque,công viên
camp,营地,營地 (jing4 dei6),キャンプ,Lager,캠프,,campamento,camp,trại khu
store/shop,商店,商店 (soeng1 dim3),店舗 (てんぽ),Geschäft,상점,,magasin,tienda,cửa hàng
theater,剧院,劇院 (kek6 jyun6),劇場 (げきじょう),Theater,극장,,théâtre,teatro,rạp hát
library,图书馆,圖書館 (tou4 syu1 gun2),図書館 (としょかん),Bibliothek,도서관,,bibliothèque,biblioteca,thư viện
hospital,医院,醫院 (ji1 jyun2),病院 (びょういん),Krankenhaus,병원,,hôpital,hospital,bệnh viện
church,教堂,教堂 (gaau3 tong4),教会 (きょうかい),Kirche,교회,,église,iglesia,nhà thờ
market,市场,市場 (si5 coeng4),市場 (いちば),Markt,시장,,marché,mercado,chợ
country,国家,國家 (gwok3 gaa1),国 (くに),Land,나라,,pays,país,quốc gia
building,建筑物,樓 (lau4),建物 (たてもの),Gebäude,건물,,bâtiment,edificio,toà nhà
ground,地面,地 (dei6),地面 (じめん),Boden,땅,,sol,suelo,mặt đất
space (outer space),太空,太空 (taai3 hung1),宇宙 (うちゅう),Weltraum,우주,,espace,espacio,không gian
bank,银行,銀行 (ngan4 hong4),銀行 (ぎんこう),Bank,은행,,banque,banco,ngân hàng
类 5 NLUJ,cmn,yue,ja,de,ko,eo,fr,es,vi
类 5 NLUJ - kaew thoung,cmn,yue,ja,de,ko,eo,fr,es,vi
walk,走,走 (zou2),歩く (あるく),gehen,걷다,,marcher,caminar,đi bộ
run,跑,跑 (paau2),走る (はしる),rennen,달리다,,courir,correr,chạy
jump,跳,跳 (tiu3),跳ぶ (とぶ),springen,점프하다,,sauter,saltar,nhảy
pass by,经过,經過 (ging1 gwo3),通り過ぎる (とおりすぎる),vorbeigehen,지나가다,,passer,passar,lướt qua
drive,开车,開車 (hoi1 ce1),運転する (うんてんする),fahren,운전하다,,conduire,conducir,lái xe
fly,飞,飛 (fei1),飛ぶ (とぶ),fliegen,날다,,voler,volar,bay
swim,游泳,游泳 (jau4 wing6),泳ぐ (およぐ),schwimmen,수영하다,,nager,nadar,bơi
go,去,去 (heoi3),行く (いく),gehen,가다,,aller,ir,đi
stop,停,停止 (ting4 zi2),止まる (とまる),halten,멈추다,,arrêter,detener,dừng
sit,坐,坐 (co5),座る (すわる),sitzen,앉다,,asseoir,sentarse,ngồi
stand,站,站 (zaam6),立つ (たつ),stehen,서다,,se tenir debout,estar de pie,đứng
lie down,躺下,躺 (tong2),横になる (よこになる),sich hinlegen,누워 있다,,s'allonger,tumbarse,nằm
turn,转动,轉 (zyun2),回す (まわす),drehen,돌리다,,tourner,girar,xoay
fall,摔倒,跌 (dit3),落ちる (おちる),fallen,떨어지다,,tomber,caer,rơi
follow,跟随,跟隨 (gan1 ceoi4),従う (したがう),folgen,따르다,,suivre,seguir,theo
小类transportation,交通,交通工具 (gaau1 tung1 gung1 geoi6),交通 (こうつう),Transport,교통,,transport,transporte,giao thông
train,火车,火車 (fo2 ce1),電車 (でんしゃ),Zug,기차,,train,tren,tàu
plane,飞机,飛機 (fei1 gei1),飛行機 (ひこうき),Flugzeug,비행기,,avion,avión,máy bay
car,汽车,汽車 (hei3 ce1),車 (くるま),Auto,차,,voiture,coche,xe hơi
truck,卡车,卡車 (kaa1 ce1),トラック,LKW,트럭,,camion,camión,xe tải
bicycle,自行车,單車 (daan1 ce1),自転車 (じてんしゃ),Fahrrad,자전거,,vélo,bicicleta,xe đạp
bus,公共汽车,巴士 (baa1 si6),バス,Bus,버스,,bus,autobús,xe buýt
boat,船,船 (syun4),ボート,Boot,배,,bateau,barco,thuyền
ship,船,船 (syuèn),船 (ふね),Schiff,선박,,bateau,barco,tàu
tire,轮胎,車輪 (ce1 leon4),タイヤ,Reifen,타이어,,pneu,llanta,lốp
gasoline,汽油,汽油 (hei3 jau4),ガソリン,Benzin,휘발유,,essence,gasolina,xăng
engine,引擎,引擎 (jan5 keng4),エンジン,Motor,엔진,,moteur,motor,động cơ
(train) ticket,火车票,(火車)車票 (fo2 ce1 ce1 piu3),切符 (きっぷ),Fahrkarte,기차표,,billet,billete,vé xe lửa
类 5 NLUJ - lyoq driaeng,cmn,yue,ja,de,ko,eo,fr,es,vi
类 6 NLGD,cmn,yue,ja,de,ko,eo,fr,es,vi
类 6 NLGD - tsoh dzryh,cmn,yue,ja,de,ko,eo,fr,es,vi
work,工作,工作 (gung1 zok3),働く (はたらく),arbeiten,일하다,,travailler,trabajar,làm việc
shoot(a gun),射击,射擊 (se6 gik1),撃つ (うつ),schießen,쏘다,,tirer,disparar,bắn
dig,挖,挖 (waa2),掘る (ほる),graben,파다,,creuser,cavar,khắc
cut,剪,切 (cit3),切る (きる),schneiden,자르다,,couper,cortar,cắt
fight,打架,打鬥 (daa2 dau3),戦う (たたかう),kämpfen,싸우다,,se battre,pelear,chiến đấu
win,赢,贏 (jing4),勝つ (かつ),gewinnen,이기다,,gagner,ganar,thắng
lose,输,輸 (syu1),負ける (まける),verlieren,지다,,perdre,perder,thua
mix/stir,搅拌,攪拌 (gaau2 bun2),混ぜる (まぜる),mischen,섞다,,mélanger,mezclar,trộn
bend,弯曲,彎曲 (waan1 kug1),曲げる (まげる),biegen,구부리다,,plier,doblar,uốn
wash,洗,洗 (sai2),洗う (あらう),waschen,씻다,,laver,lavar,giặt
open,打开,開 (hoi1),開く (あく),öffnen,열다,,ouvrir,abrir,mở
close,关闭,關 (gwaan1),閉じる (とじる),schließen,닫다,,fermer,cerrar,đóng
call,打电话,打電話 (daa2 din6 waa2),電話する (でんわする),anrufen,전화하다,,appeler,llamar,gọi
catch,捕捉,捉 (zoek3),捕まえる (つかまえる),fangen,잡다,,attraper,atrapar,bắt
throw,扔,投 (tau4),投げる (なげる),werfen,던지다,,jeter,lanzar,ném
clean,清洁,清潔 (cing1 git3),きれいにする (きれいにする),reinigen,청소하다,,nettoyer,limpiar,lau
find,找到,尋找 (cam4 soeng4),見つける (みつける),finden,찾다,,trouver,encontrar,tìm
push,推,推 (teoi1),押す (おす),drücken,밀다,,pousser,empujar,đẩy
pull,拉,拉 (laai1),引っ張る (hikitsuru),ziehen,당기다,,tirer,tirar,kéo
carry,携带,攜帶 (keoi4 doi6),運ぶ (はこぶ),tragen,나르다,,porter,llevar,mang
break,打破,破壞 (po3 waai6),壊す (こわす),brechen,부수다,,casser,romper,đập
hang,挂,掛 (gwaa3),かける (かける),hängen,걸다,,accrocher,colgar,treo
shake,摇,搖 (jiu1),振る (ふる),schütteln,흔들다,,secouer,agitar,lắc
beat,打,打 (daa2),打つ (うつ),schlagen,두드리다,,battre,golpear,đánh
lift,抬起,舉 (geoi2),持ち上げる (もちあげる),heben,들다,,lever,sostener,nâng
team,团队,隊伍 (deoi6 mou5),チーム,Team,팀,,équipe,equipo,nhóm
election,选举,選舉 (syun2 geoi2),選挙 (せんきょ),Wahl,선거,,élection,elección,cử tri
类 6 NLGD - koung guoh,cmn,yue,ja,de,ko,eo,fr,es,vi
类 6 NLGD - kaewh juk,cmn,yue,ja,de,ko,eo,fr,es,vi
learn,学,学 (hok6),学ぶ (まなぶ),lernen,배우다,,apprendre,aprender,học
teach,教,教 (gaau3),教える (おしえる),lehren,가르치다,,enseigner,enseñar,dạy
类 6 NLGD - koung tsak,cmn,yue,ja,de,ko,eo,fr,es,vi
小类Job,工作,職業 (zik1 jim6),仕事 (しごと),Beruf,직업,,métier,trabajo,công việc
Teacher,老师,老師 (lou5 si1),先生 (せんせい),Lehrer,선생님,,professeur,profesor,giáo viên
Student,学生,學生 (hok6 sang1),学生 (がくせい),Schüler,학생,,étudiant,estudiante,sinh viên
Lawyer,律师,律師 (leot6 si6),弁護士 (べんごし),Anwalt,변호사,,avocat,abogado,luật sư
Doctor,医生,醫生 (ji1 sang1),医者 (いしゃ),Arzt,의사,,médecin,médico,bác sĩ
Patient,病人,病人 (beng6 jan4),患者 (かんじゃ),Patient,환자,,patient,paciente,bệnh nhân
Waiter,服务员,侍應生 (si6 jing5 sang1),ウェイター,Kellner,웨이터,,serveur,camarero,đầu bếp
Secretary,秘书,秘書 (bei3 syu1),秘書 (ひしょ),Sekretär,비서,,secrétaire,secretario,thư ký
Priest,神父,神父 (san4 fu6),神父 (しんぷ),Priester,신부,,prêtre,padre,cha sứ
Police,警察,警察 (ging2 caat3),警察 (けいさつ),Polizei,경찰,,police,policía,cảnh sát
Army,军队,軍隊 (gwan1 deoi6),軍 (ぐん),Armee,군대,,armée,ejército,quân đội
Soldier,士兵,士兵 (si6 bing1),兵士 (へいし),Soldat,병사,,soldat,soldado,chiến sĩ
